,phrase,lf-label
7628, ВОЗМОЖНЫЙ ЭЛЕМЕНТ РАЗВИТИЕ ДВС,notLF
7629, ПОСТЕПЕННО И НЕЗАМЕТНО НАЧИНАТЬ РАЗВИВАТЬСЯ МЕСТНЫЙ ИШЕМИЧЕСКИЙ СИНДРОМ ПЕРЕХОДИТЬ В ПОЗИЦИОННЫЙ СДАВЛЕНИЕ МЯГКИЙ ТКАНЬ ЯГОДИЧНЫЙ ОБЛАСТЬ ЗАДНИЙ ПОВЕРХНОСТЬ БЕДРО ИКРОНОЖНЫЙ МЫШЦА,notLF
7630, ВОЗНИКАТЬ СКРЫТЫЙ ПЛАЗМОПОТЕРЯ В ТКАНЬ,notLF
7631, ГИПОКСИЯ ГИПОКСЕМИЯ УВЕЛИЧИВАТЬ НАРУШЕНИЕ НА КЛЕТОЧНЫЙ УРОВЕНЬ ВЫЗЫВАТЬ НЕКРОТИЧЕСКИЙ ПРОЦЕСС КЛЕТКА В БУДУЩЕЕ ПРЕДВЕСТНИК ПОЛИОРГАННЫЙ НЕДОСТАТОЧНОСТЬ,notLF
7632, В ОБЫЧНЫЙ УСЛОВИЕ ОКИСЛИТЕЛЬНЫЙ ВОССТАНОВИТЕЛЬНЫЙ ПРОЦЕСС ПРОИСХОДИТЬ С ДОСТУП КИСЛОРОД И БЕЗ ДОСТУП АЭРОБНЫЙ АНАЭРОБНЫЙ,notLF
7633, ПРИ ПОЛНЫЙ ДОСТАТОК КИСЛОРОД ОБРАЗОВЫВАТЬСЯ 36 МОЛЕКУЛА АТФ АДЕНОЗИНТРИФОСФАТ И ДВА МОЛЕКУЛА АТФ ПРИ АНАЭРОБНЫЙ ОКИСЛИТЕЛЬНЫЙ ПРОЦЕСС,notLF
7634, ДЛЯ НОРМАЛЬНЫЙ ФУНКЦИОНИРОВАНИЕ КЛЕТКА НЕОБХОДИМЫЙ 38 МОЛЕКУЛА АТФ,notLF
7635, ОСТРЫЙ ДЕФИЦИТ КИСЛОРОД МИНУС 36 МОЛЕКУЛА АТФ ВЫЗЫВАТЬ ЭНЕРГЕТИЧЕСКИЙ ВНУТРИКЛЕТОЧНЫЙ КАТАСТРОФА С НАРУШЕНИЕ СИНТЕЗ СОБСТВЕННЫЙ ПРОТЕИН СПЕЦИФИЧЕСКИЙ ФУНКЦИЯ КЛЕТКА НАРУШЕНИЕ РАБОТА КАЛИЙ НАТРИЕВЫЙ НАСОС РАЗРУШЕНИЕ ЛИЗОСОМА И ВЫХОД КИНЕТИЧЕСКИ АГРЕССИВНЫЙ ГИДРОЛАЗА КОТОРЫЙ В КЛОК РАЗНОСИТЬ ПОГИБАТЬ КЛЕТКА,LF
7636, ГИПЕРКАЛИЕМИЯ ПОСТУПЛЕНИЕ МИОГЛОБИН И ПРОДУКТ АВТОЛИЗ В КРОВЬ ВЫЗЫВАТЬ ОСТРЫЙ НАРУШЕНИЕ РАБОТА МИОКАРД И ПОЧКА,notLF
7637, ПОСТЕПЕННО РАЗВИВАТЬСЯ ПОЛИОРГАННЫЙ НЕДОСТАТОЧНОСТЬ ПОРАЖЕНИЕ КЛЕТОЧНЫЙ СТРУКТУРА СЕРДЦЕ ПЕЧЕНЬ ПОЧКА НЕКРОЗ КАРДИОЦИТ ГЕПАТОЦИТ НЕФРОЦИТ,notLF
7638, ЭТОТ ИЗМЕНЕНИЕ НА КЛЕТОЧНЫЙ УРОВЕНЬ ВСЕГДА НУЖНЫЙ УЧИТЫВАТЬ ОСОБЕННО ПРИ ПРЕЖДЕВРЕМЕННЫЙ ВЫПИСКА БОЛЬНОЙ ИНАЧЕ ОНИ СНОВА БЫТЬ ВОЗВРАЩАТЬСЯ В СТАЦИОНАР,LF
7639, ПОСТОЯННЫЙ УГРОЗА ВЗРЫВ РАССТРЕЛ ОТСУТСТВИЕ ПРИТОЧНЫЙ ВЕНТИЛЯЦИЯ УДУШАТЬ ЗЛОВОНИЕ ИСХОДИТЬ ИЗ ОРКЕСТРОВЫЙ ЯМА КОТОРЫЙ ТЕРРОРИСТ ПРЕВРАЩАТЬ В СОРТИР УСУГУБЛЯТЬ СОСТОЯНИЕ ЗАЛОЖНИК,notLF
7640, ВСЕ БЫТЬ БРОСАТЬ НА ТО ЧТОБЫ ЛОМАТЬ ЛИЧНОСТЬ ПРЕВРАЩАТЬ ЧЕЛОВЕК В ЗОМБИ БЫДЛО НЕ СПОСОБНЫЙ СОПРОТИВЛЯТЬСЯ,notLF
7641, КОГДА КОШЕЛЕК ПУСТОЙ,notLF
7642, МОЖНО ПРЕДПОЛАГАТЬ ЧТО ОПРЕДЕЛЕННЫЙ ЧАСТЬ ЗАЛОЖНИК УМИРАТЬ ОТ СЕРДЕЧНО-СОСУДИСТЫЙ НЕДОСТАТОЧНОСТЬ НАРУШЕНИЕ ВОДНЫЙ ЭЛЕКТРОЛИТНЫЙ ОБМЕН ТРОМБОЭМБОЛИЯ МЕСТНЫЙ ИШЕМИЧЕСКИЙ ГИПЕРТЕНЗИОННЫЙ СИНДРОМ ПОЗИЦИОННЫЙ СДАВЛЕНИЕ МЯГКИЙ ТКАНЬ,notLF
7643, НЕ ИСКЛЮЧАТЬ ЧТО НЕКОТОРЫЙ СТРАДАТЬ САХАРНЫЙ ДИАБЕТ В ТОТ ЧИСЛО СКРЫТЫЙ ФОРМА И КОНЦЕНТРАЦИЯ ГАЗ У ОНИ ОКАЗЫВАТЬСЯ ЗАПРЕДЕЛЬНЫЙ,LF
7644, ОЧЕНЬ ВАЖНЫЙ ОРГАН В ТАКОЙ КРИТИЧЕСКИЙ СИТУАЦИЯ ЯВЛЯТЬСЯ НАДПОЧЕЧНИК КОТОРЫЙ ВОССЕДАТЬ НАД ПОЧКА КАК БИОЛОГИЧЕСКИЙ БОНАПАРТ,notLF
7645, ОНИ МОЗГОВОЙ ВЕЩЕСТВО ВЫДЕЛЯТЬ В КРОВЬ АДРЕНАЛИН И НОРАДРЕНАЛИН А КОРА ВЫДЕЛЯТЬ 40 КОРТИКОСТЕРОИД КОТОРЫЙ ДЕЛИТЬСЯ НА ТРИ ГРУППА МИНЕРАЛКОРТИКОСТЕРОИД АЛЬДОСТЕРОН КОРТИКОСТЕРОН ДЕЗОКСИКОРТИКОСТЕРОН ГЛЮКОКОРТИКОИД ГИДРОКОРТИЗОН КОРТИЗОН КОРТИКОСТЕРОН ПОЛОВОЙ ГОРМОН АНДРОГЕН ЭСТРОГЕН ПРОГЕСТЕРОН,notLF
7646, ЭТОТ ГОРМОН ОБЕСПЕЧИВАТЬ НОРМАЛЬНЫЙ АРТЕРИАЛЬНЫЙ ДАВЛЕНИЕ СЕРДЕЧНЫЙ ВЫБРОС СОСУДИСТЫЙ ТОНУС ОЦК ОЦП НОРМАЛЬНЫЙ УРОВЕНЬ ГЛЮКОЗА В КРОВЬ ЭНЕРГЕТИЧЕСКИЙ ПОТРЕБНОСТЬ,notLF
7647, ЗА ПЕРИОД ЗАТОЧЕНИЕ В УСЛОВИЕ ОСТРЫЙ МАССОВЫЙ СТРЕСС ПЕРЕХОДИТЬ В ДЛИТЕЛЬНЫЙ МНОГОЧАСОВОЙ 57 ЧАС ХРОНИЧЕСКИЙ ВЕРОЯТНО ПРОИСХОДИТЬ ИСТОЩЕНИЕ КОРА И МОЗГОВОЙ СЛОЙ НАДПОЧЕЧНИК ОНИ АТРОФИЯ ПОЛНЫЙ ЗАПУСТЕВАНИЕ,notLF
7648, ВОЗНИКАТЬ ДЕФИЦИТ АДРЕНАЛИН НОРАДРЕНАЛИН И 40 КОРТИКОСТЕРОИД,notLF
7649, СКЛАДЫВАТЬСЯ СИТУАЦИЯ КОГДА БИОЛОГИЧЕСКИЙ ДЕНЬГИ НЕТ ПЛАТИТЬ ЗА ЖИЗНЬ НЕ ЧТО КОШЕЛЕК ПУСТОЙ АТРОФИЯ КОРА И МОЗГОВОЙ ВЕЩЕСТВО НАДПОЧЕЧНИК,LF
7650, КЛИНИЧЕСКИ НАДПОЧЕЧНИКОВЫЙ НЕДОСТАТОЧНОСТЬ ПРОТЕКАТЬ ИСПОДВОЛЬ,notLF
7651, ОНА ПРОЯВЛЕНИЕ СТАНОВИТЬСЯ ХОРОШО ЗАМЕТНЫЙ ТОЛЬКО ПРИ ГИБЕЛЬ 90 ПРОЦЕНТ-ЗНАК ТКАНЬ НАДПОЧЕЧНИК,notLF
7652, ОСТРЫЙ ДЕФИЦИТ АЛЬДОСТЕРОН ПРИВОДИТЬ К СНИЖЕНИЕ РЕАБСОРБЦИЯ ИОН НАТРИЙ И СЕКРЕЦИЯ ИОН КАЛИЙ В СОБИРАТЕЛЬНЫЙ ТРУБКА И ДИСТАЛЬНЫЙ КАНАЛЕЦ ПОЧКА,LF
7653, РАЗВИВАТЬСЯ ГИПОНАТРИЕМИЯ И ГИПЕРКАЛИЕМИЯ,notLF
7654, СКОРЕЕ ВСЕ СОВОКУПНОСТЬ ВЕСЬ ЭТОТ ФАКТОР ПРИВОДИТЬ К ЛЕТАЛЬНЫЙ ИСХОД,notLF
7655, НА ЭТОТ ОТЯГОЩАТЬ ФОН ВЫНУЖДЕННО БЫТЬ ПРИМЕНЯТЬ ГАЗ,notLF
7656, ХОТЯ И БЕЗ ГАЗ БЫТЬ ВСЕ ПРЕДОСТАТОЧНО,notLF
7657, ТРАНСПОРТИРОВКА СОРТИРОВКА,notLF
7658, ДОСТАВКА ПОСТРАДАВШИЙ ОСУЩЕСТВЛЯТЬ МАШИНА СКОРЫЙ ПОМОЩЬ И АВТОБУС,LF
7659, ТРАНСПОРТИРОВКА В АВТОБУС В ПОЛОЖЕНИЕ СИДЕТЬ ПОЛУСИДЕТЬ ПОЛУЛЕЖАТЬ ВЫЗЫВАТЬ У НЕКОТОРЫЙ НЕГАТИВНЫЙ ОТНОШЕНИЕ,LF
7660, ОДНАКО УЧИТЫВАТЬ ОБСТАНОВКА МОЖНО СКАЗАТЬ НЕ ДО ЖИР БЫТЬ БЫ ЖИВОЙ,notLF
7661, ВАЖНЫЙ СКОРОСТНОЙ ДОСТАВКА ПОСТРАДАВШИЙ В СПЕЦИАЛИЗИРОВАННЫЙ ЛЕЧЕБНЫЙ УЧРЕЖДЕНИЕ ХОТЯ БЕЗУСЛОВНО НЕПЛОХОЙ БЫТЬ БЫ ИМЕТЬ КРЫТЫЙ АВТОФУРГОН С ПОЛ УСТИЛАТЬ ПАЛАС ИЛИ МАТРАЦ ДЛЯ ТРАНСПОРТИРОВКА В ПОЛОЖЕНИЕ ЛЕЖАТЬ,LF
7662, ЧТО КАСАТЬСЯ СОРТИРОВКА ОНА НУЖНЫЙ НЕ БОЛЬНОЙ А МЕДИЦИНСКИЙ СЛУЖБА ЧТОБЫ ОКАЗЫВАТЬ МАКСИМАЛЬНЫЙ КВАЛИФИЦИРОВАННЫЙ ВРАЧЕБНЫЙ ПОМОЩЬ,LF
7663, ИЗ-ЗА СКЛАДЫВАТЬСЯ ОБСТАНОВКА ДОГОСПИТАЛЬНЫЙ ПЕРИОД ПРАКТИЧЕСКИ ВЫПАДАТЬ,notLF
7664, ПОСТРАДАВШИЙ ДОСТАВЛЯТЬ ВАЛ В БЛИЗКИЙ СТАЦИОНАР,notLF
7665, ЕСТЕСТВЕННО ВСЕ ВВОДИТЬ АНТИДОТ,notLF
7666, В ОДИН ТОЛЬКО БОЛЬНИЦА НОМЕР-ЗНАК 13 ПРИВОЗИТЬ 350 ЧЕЛОВЕК,notLF
7667, МЫСЛИМЫЙ ЛИ ЭТО,notLF
7668, ДАЖЕ ЕСЛИ БЫ ОНИ ПОПАДАТЬ В ИНСТИТУТ ХИРУРГИЯ ИМЯ А. В. ВИШНЕВСКИЙ МНИИ СКОРЫЙ ПОМОЩЬ И В ДРУГОЙ МОЩНЫЙ ЛЕЧЕБНЫЙ ЦЕНТР И ТО ЭТОТ УЧРЕЖДЕНИЕ ЗАДЫХАТЬСЯ БЫ,notLF
7669, ВЕДЬ КРОМЕ ОФОРМЛЕНИЕ ДОКУМЕНТАЦИЯ ТРЕБОВАТЬСЯ ВРАЧЕБНЫЙ ОСМОТР ИНТЕНСИВНЫЙ ИНФУЗИОННЫЙ ТРАНСФУЗИОННЫЙ ТЕРАПИЯ ИЗМЕРЕНИЕ АД PS ЦВД ПОЧАСОВОЙ ДИУРЕЗ БИОХИМИЯ КРОВЬ ГАЗОВЫЙ СОСТАВ КРОВЬ ОТСЛЕЖИВАНИЕ ВОДНЫЙ ЭЛЕКТРОЛИТНЫЙ ОБМЕН СНЯТИЕ ЭКГ ЭНЦЕФАЛОГРАММА РЕНТГЕНОГРАММА И Т.Д.,LF
7670, КУДА ГОСПИТАЛИЗИРОВАТЬ ЛЕГКО ПОРАЖАТЬ,notLF
7671, ХВАТАТЬ ЛИ ПРОИЗВОДСТВЕННЫЙ МОЩНОСТЬ НА ВСЕ,notLF
7672, КАК ВЫПИСЫВАТЬ ПОСТРАДАВШИЙ КАКОЙ АЛГОРИТМ РУКОВОДСТВОВАТЬСЯ,notLF
7673, КАК ПОСТУПАТЬ ЧТОБЫ ВЫБИРАТЬ ТАКТИЧЕСКИЙ СХЕМА ПРИВОДИТЬ К АБСОЛЮТНЫЙ РЕШЕНИЕ СТРАТЕГИЧЕСКИЙ ЗАДАЧА ЛЕЧЕНИЕ,LF
7674, ВОТ КРАТКИЙ ПЕРЕЧЕНЬ ВОПРОС КОТОРЫЙ ПРИХОДИТЬСЯ РЕШАТЬ ВРАЧ ЕЖЕДНЕВНО В КРИТИЧЕСКИЙ СИТУАЦИЯ,LF
7675, ДОЛЖЕН ДЕЙСТВОВАТЬ ПРОФЕССИОНАЛ,notLF
7676, ВЫВОД НАПРАШИВАТЬСЯ СЛЕДУЮЩИЙ,LF
7677, В ТАКОЙ СЛУЧАЙ НЕОБХОДИМЫЙ ЗАРАНЕЕ ПРЕДУСМАТРИВАТЬ ОРГАНИЗАЦИЯ И СОЗДАНИЕ СОВРЕМЕННЫЙ ЦЕНТР СОРТИРОВКА ТРАНСПОРТИРОВКА И ДОГОСПИТАЛЬНЫЙ ПЕРИОД КУДА БЫ ВХОДИТЬ ТОЛЬКО НАСТОЯЩИЙ ПРОФЕССИОНАЛ,notLF
7678, ПРИ ХИМИЧЕСКИЙ АТАКА НЕОБХОДИМЫЙ ОРГАНИЗОВЫВАТЬ МАССОВЫЙ БЫСТРЫЙ ВВЕДЕНИЕ АНТИДОТ ПРИНУДИТЕЛЬНЫЙ КОМПРЕССОРНЫЙ ПОДАЧА ЧИСТЫЙ СВЕЖИЙ ВОЗДУХ В ПОМЕЩЕНИЕ А НЕ НАДЕЯТЬСЯ НА ЕСТЕСТВЕННЫЙ ВЕНТИЛЯЦИЯ,LF
7679, ЭВАКУАЦИЯ ЗАЛОЖНИК ИМЕТЬ РАЗЛИЧНЫЙ НАРУШЕНИЕ СОЗНАНИЕ ОГЛУШЕНИЕ 1-Й 2-Й 3-Й СТЕПЕНЬ КОМА 1-Й 2-Й 3-Й СТЕПЕНЬ ДОЛЖЕН ОСУЩЕСТВЛЯТЬ ХОРОШО ОБУЧАТЬ ВОЕНИЗИРОВАННЫЙ ПОДРАЗДЕЛЕНИЕ МЕДИЦИНСКИЙ СПЕЦНАЗ С ПРИМЕНЕНИЕ СОВРЕМЕННЫЙ НОСИЛКИ В ГОРИЗОНТАЛЬНЫЙ ПОЛОЖЕНИЕ С ИСПОЛЬЗОВАНИЕ РОТОРАСШИРИТЕЛЬ ЯЗЫКОДЕРЖАТЕЛЬ АНГЛИЙСКИЙ БУЛАВКА,LF
7680, ЭВАКУАЦИЯ ИЗ ОЧАГ ПОРАЖЕНИЕ НА ПЛЕЧО БОЕЦ ГОЛОВА И НОГА ВНИЗ ВПОЛНЕ ДОПУСТИМЫЙ,notLF
7681, ОНА ОБЕСПЕЧИВАТЬ ПОВЫШЕНИЕ ВНУТРИБРЮШНОЙ ДАВЛЕНИЕ ВОЗДЕЙСТВИЕ НА ДИАФРАГМА ОСТАТОЧНЫЙ ВОЗДУХ ЛЕГКОЕ ВЫТАЛКИВАТЬ РВОТНЫЙ МАССА ИЛИ ЗАПАДАТЬ ЯЗЫК ВЫЗЫВАТЬ ОБТУРАЦИОННЫЙ АСФИКСИЯ,notLF
7682, ВЕСЬ ПОСТРАДАВШИЙ НЕОБХОДИМЫЙ ГОСПИТАЛИЗИРОВАТЬ РАВНОМЕРНО ИСХОДИТЬ ИЗ МОЩНОСТЬ СПЕЦИАЛИЗАЦИЯ КВАЛИФИКАЦИЯ И НАЛИЧИЕ КРУПНЫЙ РЕАНИМАЦИОННЫЙ ОТДЕЛЕНИЕ В ЛЕЧЕБНЫЙ УЧРЕЖДЕНИЕ,notLF
7683, НЕЛЬЗЯ ЗАПОЛНЯТЬ ПОД ЗАВЯЗКА БЛИЗКИЙ БОЛЬНИЦА,notLF
7684, ДОЛЖЕН СРАБАТЫВАТЬ ЧЕТКИЙ АЛГОРИТМ АВТОМАТИЗИРОВАТЬ СИСТЕМА ГОСПИТАЛИЗАЦИЯ А НЕ КЛИЧ ВСЕ ВЕЗТИ В БЛИЗКИЙ БОЛЬНИЦА,notLF
7685, НЕЗАВИСИМО ОТ ТЯЖЕСТЬ СОСТОЯНИЕ ЛЕГКИЙ СРЕДНИЙ ТЯЖЕЛЫЙ ПОСТРАДАВШИЙ СЛЕДОВАТЬ ГОСПИТАЛИЗИРОВАТЬ В ПАЛАТА РЕАНИМАЦИОННЫЙ ОТДЕЛЕНИЕ ПАЛАТА ИНТЕНСИВНЫЙ ТЕРАПИЯ,LF
7686, СЛЕДОВАТЬ ПОСТОЯННО ПОМНИТЬ О ВОЗМОЖНОСТЬ РАЗВИТИЕ ОСТРЫЙ НАДПОЧЕЧНИКОВЫЙ НЕДОСТАТОЧНОСТЬ,notLF
7687, ДЛЯ ДИФФЕРЕНЦИАЛЬНЫЙ ДИАГНОСТИКА ОСТРЫЙ НАДПОЧЕЧНИКОВЫЙ НЕДОСТАТОЧНОСТЬ НЕОБХОДИМЫЙ ИСПОЛЬЗОВАТЬ КОРТИКОТРОПИНОВЫЙ АКТГ ТЕСТ PAUL L MARINO 1998 КОТОРЫЙ ВКЛЮЧАТЬ В СЕБЯ БЫСТРЫЙ СТИМУЛЯЦИЯ НАДПОЧЕЧНИК АДРЕНОКОРТИКОТРОПНЫЙ ГОРМОН,notLF
7688, ОПРЕДЕЛЯТЬ СОДЕРЖАНИЕ КОРТИЗОЛ В СЫВОРОТКА КРОВЬ ВНУТРИВЕННО ВВОДИТЬ АКТГ В ДОЗА 250 МИКРОГРАММ ЧЕРЕЗ ЧАС УСТАНАВЛИВАТЬ УРОВЕНЬ КОРТИЗОЛ,notLF
7689, НАЧАЛЬНЫЙ КОНЦЕНТРАЦИЯ КОРТИЗОЛ В СЫВОРОТКА КРОВЬ БОЛЕЕ 220 МИКРОГРАММ ЛИТР СООТВЕТСТВОВАТЬ НОРМАЛЬНЫЙ РЕАКЦИЯ НА СТРЕСС,notLF
7690, ЕСЛИ УРОВЕНЬ КОРТИЗОЛ НИЗКИЙ 220 МИКРОГРАММ ЛИТР ИМЕТЬ ЗНАЧЕНИЕ СКОРОСТЬ ИЗМЕНЕНИЕ СОДЕРЖАНИЕ КОРТИЗОЛ ПОСЛЕ ВВЕДЕНИЕ АКТГ,LF
7691, ПОВЫШЕНИЕ КОНЦЕНТРАЦИЯ КОРТИЗОЛ МЕНЕЕ ЧЕМ НА 70 МИКРОГРАММ ЛИТР ЗА ЧАС ПОСЛЕ ВВЕДЕНИЕ АКТГ ПРИЗНАК ПЕРВИЧНЫЙ НЕДОСТАТОЧНОСТЬ КОРА НАДПОЧЕЧНИК,notLF
7692, ДАЛЕЕ РЕКОМЕНДОВАТЬ ТЕРАПИЯ ГИДРОКОРТИЗОН ПО 250 МИЛЛИГРАММ И В ПОСЛЕДУЮЩИЙ ПО 100 МИЛЛИГРАММ КАЖДЫЙ 6 ЧАС ДО ОЧЕРЕДНОЙ ПРОБА,notLF
7693, ПРИ НОРМАЛЬНЫЙ ОТВЕТ КОРА НАДПОЧЕЧНИК ВВЕДЕНИЕ ГИДРОКОРТИЗОН ПРЕКРАЩАТЬ,notLF
7694, ПРИ НАДПОЧЕЧНИКОВЫЙ НЕДОСТАТОЧНОСТЬ ПРОДОЛЖАТЬ ТЕРАПИЯ ГИДРОКОРТИЗОН ПО 100 МИЛЛИГРАММ КАЖДЫЙ 6 ЧАС ДО ВЫВЕДЕНИЕ ИЗ СТРЕСС,notLF
7695, ЗАТЕМ УМЕНЬШАТЬ ДОЗА ДО 20 30 МИЛЛИГРАММ СУТКИ,notLF
7696, ЭТОТ ДОЗИРОВКА СООТВЕТСТВОВАТЬ СУТОЧНЫЙ КОЛИЧЕСТВО КОРТИЗОЛ ВЫРАБАТЫВАТЬ КОРА НАДПОЧЕЧНИК В ОБЫЧНЫЙ УСЛОВИЕ,notLF
7697, СЛЕДОВАТЬ ПОМНИТЬ О ОПАСНОСТЬ ПРЕЖДЕВРЕМЕННЫЙ ВЫПИСКА В БЛИЖАЙШИЙ ВРЕМЯ ВОЗМОЖНЫЙ НЕЗАМЕТНЫЙ ПРОЯВЛЕНИЕ ПОЛИОРГАННЫЙ НЕДОСТАТОЧНОСТЬ НАРУШЕНИЕ МОЗГОВОЙ КРОВООБРАЩЕНИЕ ГЕМОРРАГИЧЕСКИЙ ИШЕМИЧЕСКИЙ ЛАКУНАРНЫЙ ИНСУЛЬТ ИНФАРКТ МИОКАРД ПОРАЖЕНИЕ ЛЕГКОЕ ПЕЧЕНЬ ПОЧКА НЕРВНЫЙ СИСТЕМА ЧТО ВЛЕЧЬ ПОВТОРНЫЙ СРОЧНЫЙ ГОСПИТАЛИЗАЦИЯ,LF
7698, НЕПОТОПЛЯЕМЫЙ,notLF
7699, В НОВОСИБИРСКИЙ АКАДЕМГОРОДОК ВДАЛИ ОТ МОРЕ И ОКЕАН УЧЕНЫЙ СОЗДАВАТЬ ФУТУРИСТИЧЕСКИЙ ИНЖЕНЕРНЫЙ ПРОЕКТ ГРАНДИОЗНЫЙ ПЛАВУЧИЙ ОБЪЕКТ,notLF
7700, УЧЕНЫЙ ПРАКТИЧЕСКИ НЕ СОМНЕВАТЬСЯ ЧТО В ОБОЗРИМЫЙ БУДУЩЕЕ ЧЕЛОВЕЧЕСТВО ОБЯЗАТЕЛЬНО НАЧИНАТЬ АКТИВНО ОСВАИВАТЬ МИРОВОЙ ОКЕАН В КАЧЕСТВЕ СРЕДА ОБИТАНИЕ,LF
7701, И НЕ ПОТОМУ ЧТО ЧЕЛОВЕК МАЛО МЕСТО НА СУША ПРОСТО ЗА ОКЕАН БУДУЩЕЕ В ТОТ ЧИСЛО И КОММЕРЧЕСКИЙ УЖЕ СЕГОДНЯ ФУТУРИСТИЧЕСКИЙ ПРОЕКТ ДОМ ОСТРОВ И АЭРОДРОМ НА ВОДА ВЫЗЫВАТЬ ПОВЫШЕННЫЙ ИНТЕРЕС В ВЕСЬ МИР,LF
7702, РОССИЯ НЕ СТОЯТЬ В СТОРОНА ОТ ЭТОТ ПРОЦЕСС,notLF
7703, ХОТЯ КАЗАТЬСЯ БЫ ЗАЧЕМ МЫ ИСКУССТВЕННЫЙ ОСТРОВ,notLF
7704, ЭТОТ ПРОБЛЕМА ГОРАЗДО АКТУАЛЬНЫЙ НАПРИМЕР ДЛЯ ЯПОНИЯ ИЛИ ИЗРАИЛЬ ИСПЫТЫВАТЬ НЕДОСТАТОК ТЕРРИТОРИЯ ДЛЯ ЗАСТРОЙКА,notLF
7705, ОДНАКО ОКАЗЫВАТЬСЯ И У РОССИЯ В ЭТОТ ПЛАН МОЧЬ БЫТЬ СВОЙ ИНТЕРЕС,LF
7706, ДОКАЗАТЕЛЬСТВО ТО СЛУЖИТЬ ИССЛЕДОВАНИЕ В НОВОСИБИРСКИЙ ИНСТИТУТ ГИДРОДИНАМИКА СИБИРСКИЙ ОТДЕЛЕНИЕ РАН ГДЕ ВЕСТИ АКТИВНЫЙ ПОИСК ТЕХНОЛОГИЧЕСКИЙ РЕШЕНИЕ ДЛЯ СТРОИТЕЛЬСТВО ПОДОБНЫЙ СООРУЖЕНИЕ,LF
7707, АЭРОДРОМ В ОКЕАН,LF
7708, ИДЕЯ СТРОИТЕЛЬСТВО АЭРОДРОМ НА ВОДА РОЖДАТЬСЯ НЕ ВЧЕРА РАССКАЗЫВАТЬ ЗАВЕДУЮЩИЙ ЛАБОРАТОРИЯ ГИДРОУПРУГОСТЬ ДОКТОР ФИЗИЧЕСКИЙ МАТЕМАТИЧЕСКИЙ НАУКА АЛЕКСАНДР КОРОБКИН,notLF
7709, ЕЩЕ В НАЧАЛО XX ВЕК КОГДА НАЧИНАТЬ РАЗВИВАТЬСЯ АВИАЦИЯ ЧЕЛОВЕК СТАТЬ ЗАДУМЫВАТЬСЯ О ДАЛЬНИЙ ПЕРЕЛЕТ НАПРИМЕР ИЗ АНГЛИЯ В АМЕРИКА,LF
7710, БЕСПОСАДОЧНЫЙ РЕЙС ТОГДА ЕЩЕ БЫТЬ НЕСБЫТОЧНЫЙ МЕЧТА И ПОТОМУ ПОЯВЛЯТЬСЯ МЫСЛЬ ЕСЛИ БЫ НА ПУТЬ ИЗ СТАРЫЙ СВЕТ В НОВЫЙ В АТЛАНТИКА СООРУЖАТЬ ПАРОЧКА ИСКУССТВЕННЫЙ ПЛАВУЧИЙ ОСТРОВ ИЛИ АЭРОДРОМ ЭТОТ ПРОБЛЕМА БЫТЬ БЫ РЕШАТЬ,LF
7711, ОДНАКО ПОКА ЭТОТ ИДЕЯ ЗРЕТЬ ЧЕЛОВЕК НАУЧАТЬСЯ СТРОИТЬ МОЩНЫЙ САМОЛЕТ СПОСОБНЫЙ ПРЕОДОЛЕВАТЬ БОЛЬШОЙ РАССТОЯНИЕ И О ФАНТАСТИЧЕСКИЙ ПРОЕКТ НА ДОЛГИЙ ВРЕМЯ ЗАБЫВАТЬ,LF
7712, ЛИШЬ В НАЧАЛО 70-Й ЯПОНЕЦ ВЕРНУТЬСЯ К ИДЕЯ СТРОИТЕЛЬСТВО ПЛАВУЧИЙ АЭРОДРОМ,LF
7713, ГРАНДИОЗНЫЙ ПРОЕКТ ПОД НАЗВАНИЕ MEGAFLOAT ПРЕДУСМАТРИВАТЬ СТРОИТЕЛЬСТВО В ОДИН ИЗ ЗАКРЫТЫЙ ОТ ВЕТЕР БУХТА ТОКИЙСКИЙ ЗАЛИВ АЭРОДРОМ НА ОСНОВА ПЛАВУЧИЙ ПЛАСТИНА,LF
7714, ДЛЯ СЕЙСМООПАСНЫЙ ЯПОНИЯ ВАРИАНТ ПРАКТИЧЕСКИ НЕПОТОПЛЯЕМЫЙ И НЕ ПОДВЕРЖЕННЫЙ ПОДЗЕМНЫЙ ТОЛЧОК АЭРОДРОМ ПРЕДСТАВЛЯТЬ ПОВЫШЕННЫЙ ИНТЕРЕС,LF
7715, ПО ПРОЕКТ ДЛИНА ВЗЛЕТНО-ПОСАДОЧНЫЙ ПОЛОСА ДОЛЖЕН БЫТЬ СОСТАВЛЯТЬ 1 КИЛОМЕТР ШИРИНА ДОЛЖЕН БЫТЬ СОСТАВЛЯТЬ 121 МЕТР А ТОЛЩИНА ПЛАСТИНА ДОЛЖЕН БЫТЬ СОСТАВЛЯТЬ 3 МЕТР,notLF
