,phrase,lf-label
7858, Бесплатно или умереть,notLF
7859, Услуга из которой выдавлена почти вся ее ценность лишь для того чтобы поддерживать к ней свободный доступ привлечет лишь пользователей которые по мнению Филла Вейнрайта лишены чувства справедливости лояльности и в то же время не имеют денег,LF
7860, Это плохая основа для розничного онлайнового бизнеса уверяет эксперт,notLF
7861, В то время когда трафик был наиболее значимым мерилом успеха любого дот-кома основной целью компаний было увеличение скорости вращения счетчика посетителей,notLF
7862, В погоне за максимально широкой аудиторией интернет проекты часто наживали клиентов избавление от которых сегодня является лучшим решением для развития бизнеса,notLF
7863, Отказ от удовлетворения потребностей никчемных посетителей должен быть однозначным,LF
7864, Они являются лишь обузой и без того пока слабого бизнеса,notLF
7865, В то же время поголовный падеж дот-комов не является сигналом к тому что поставщик бесплатных услуг финансировавшихся исключительно за счет рекламы обязан безоговорочно переключить рубильник на тотальную тарификацию,LF
7866, Когда подписчик начинает платить за бесплатную услугу он чаще всего ожидает гораздо более высокого качества и уровня сервиса что не всегда может гарантировать поставщик,LF
7867, После всего сказанного особенно мрачным рисуется малоплодородное поле российского онлайнового бизнеса,notLF
7868, Большинство популярных массовых ASP услуг в Сети не говоря уже об отечественных контентных проектах пытаются существовать за счет рекламы,LF
7869, Отрезвление от опиума счетчиков в Рунете только начинает наступать,notLF
7870, Среди вынужденно отказывающихся от бесплатных услуг компания Rambler,notLF
7871, В интервью CNews Михаил Ханов член совета директоров холдинга сообщил о насущной необходимости смены стратегии Рынок кардинально изменился сами изменения произошли очень стремительно и мы не можем не корректировать нашу стратегию,LF
7872, Наряду с нашими бесплатными услугами скорее всего будут введены и платные пакеты в том числе связанные с поисковой системой статистикой TOP 100 почтовой службой,notLF
7873, Это не значит что уже с завтрашнего дня будет введена плата за пользование нашим почтовым ящиком $ 1 в год,notLF
7874, Скорее это могут быть платные предложения для корпоративного сектора,notLF
7875, Как на практике российские компании осуществляют стратегию совмещения бесплатного сервиса с платными услугами более высокого качества можно проследить на примере сайта Аська.ру,LF
7876, Оплачивая ежемесячно небольшие суммы в зависимости от выбранных функций посетитель Аськи.ру переходит в категорию коммерческих и получает практически все стандартные возможности программы ICQ,LF
7877, Кроме того ему будут доступны сервисы которых нет у пользователей обычной аськи шифрование трафика отсутствие рекламы общий архив переписки,notLF
7878, При этом возможности бесплатного сервиса будут оставлены без изменений,notLF
7879, Хорошо что московские городские слоны вегетарианцы,notLF
7880, Плохо что слишком здоровые,notLF
7881, Такой к стенке прижмет мало не покажется,notLF
7882, Так рассуждал я стоя у слоновника в зоопарке,notLF
7883, Управиться со слонами как выяснилось действительно непросто,notLF
7884, Сотрудники обслуживающие заведение входят в категорию риска,notLF
7885, За последнюю четверть века случайно погибли двое рабочих зоопарка и один дрессировщик Уголка Дурова,notLF
7886, Слон зверь больно тяжелый и неповоротливый,notLF
7887, Махнет без злого умысла титаническим хоботом там улица None хвостом переулочек,notLF
7888, Слонам необходима просторная жилплощадь не только для их собственного благополучия но и для безопасности сотрудников зоопарка,notLF
7889, Кроме того говорят что теснота не способствует личной жизни животных за последние пятьдесят лет в Москве родился лишь один слоненок ныне проживающий в городе Ереване,LF
7890, Следуя этим соображениям и был наконец возведен в столице обширный и благоустроенный вольер для слонов который откроется в начале осени,LF
7891, Он будет располагаться на своем историческом месте на старой территории зоопарка рядом с ластоногими,LF
7892, Вольер оснащен бассейном водопадом и двухуровневой смотровой площадкой,notLF
7893, В связи с этим примечательным событием краеведам следует обратиться к истории московского слоновьего дела,notLF
7894, Дальние предки нынешних слонов мамонты бороздили московские просторы еще в годы поздней плейстоценовой эпохи,notLF
7895, Потом что-то там у них не задалось они ушли на север и больше не возвращались,notLF
7896, И по сю пору ковш бульдозера перекапывающего московские окраины нет-нет да и вывернет из-под земли гигантский бивень,notLF
7897, Останки ископаемых млекопитающих представлены в нескольких наших музеях но ходят упорные слухи что сейчас обсуждается создание в Москве персонального музея мамонта,LF
7898, Это логично,notLF
7899, Давно пора поскольку ледниковый период важная и незаслуженно забытая веха в истории нашего края,notLF
7900, Первый же настоящий слон Elephas Maximus Linnaeus появился на наших холмах без малого пол тыщи лет тому назад,notLF
7901, Биография этого зверя драматична и благородна несомненно заслуживает того чтобы вечно жить в памяти москвичей,notLF
7902, В середине XVI века в Москву прибыло посольство аравийского царя с богатыми дарами которые были поднесены государю Иоанну Васильевичу в залог будущей крепкой российско аравийской дружбы,notLF
7903, Самым удивительным среди подарков оказался пришедший с обозом слон животное преогромадное и предиковинное горожанами никогда прежде не виданное,notLF
7904, Встал вопрос куда девать ценное дареное имущество отраду глаз урок надменным соседям,LF
7905, В Москве в ту пору конечно уже существовал дворцовый зверинец,LF
7906, Скажем послы посетившие столицу Московии по поручению польского короля оставили описание одного из царских зоологических заведений На особом гораздо забором укрепленном дворе разные на разных зверей построенные затворы всякому зверю два дабы тем безопаснее,LF
7907, Это означает что в те горячие годы перемен существовала система тождественная современной пока зверь заперт в одной части вольера служитель убирает в другой затем они меняются местами,notLF
7908, В зверинце помимо отечественных животных медведей причем даже белых рысей волков и прочих находились животные заморские в основном крупные хищники,notLF
7909, Содержались также и птицы среди которых особой популярностью пользовались павлины,LF
7910, Но наш же слон в гораздый двор очевидно не вписался и был поэтому размещен вне Кремля на территории нынешней Красной площади,LF
7911, Здесь он оказался в компании львов которых прислала в дар Иоанну IV английская королева царь как известно помышлял на ней жениться но заполучив четвероногую часть приданого передумал,notLF
7912, Шведский дворянин и дипломат Петр Петрей де Ерлезунда в своей Истории о Великом княжестве Московском уточняет К югу от города то есть от Кремля Авт. вырыт глубокий ров в котором великий князь обыкновенно держит львов чтобы всякий кому только угодно мог смотреть их,notLF
7913, Рядом с львиным двором помещается слоновый двор окруженный крепким тыном,notLF
7914, Здесь в особом сарае царь Иван и поместил ученого слона обученного становиться перед самодержцем на колени,LF
7915, Злые языки правда утверждают что слон исполнял этот трюк в надежде на стакан водки однако не стоит считать эту информацию исторически доказанной,notLF
7916, Одно из немногих сохранившихся изображений огромного в 30 метров шириной рва ставшего в некотором смысле прародиной нынешней популяции московских слонов можно видеть на акварели Ф. Алексеева 1802 года,notLF
7917, Ров находился с восточной а вовсе кстати не с южной стороны Кремля как сообщают иностранные дипломаты они как и все смертные склонны к плутаниям и неверному определению сторон света,notLF
7918, Устроил его еще в 1508 году знаменитый итальянский архитектор и инженер Алевиз Фрязин,notLF
7919, Ров был не просто каналом соединявшим Неглинку с Москвой рекой а сложной системой шлюзов и наполнялся подземными водами так как поднять речную воду на площадь находящуюся на значительном возвышении было весьма затруднительно,notLF
7920, С помощью шлюзов в мирное время воду изо рва спускали и в южной его части разводил свой огород Аптекарский приказ мумие морква да подорожник,LF
7921, Краеведы не поленившиеся посетить место проживания первого московского слона базировавшееся между Никольской и Собакиной башнями теперь обнаружат там холодную гранитную брусчатку и общественный туалет хорошо знакомый не только москвичам но и гостям столицы,LF
7922, Искомый же слоновий двор располагался посредине нынешнего проезда вероятно как раз напротив мужского отделения уборной,notLF
7923, Спустившись вниз на 23 ступеньки мы оказываемся среди белоснежных кафельных стен и сверкающих писсуаров на глубине четырех с половиной метров ниже уровня земли,notLF
7924, Согласно данным археологических изысканий первоначальная глубина Алевизова рва составляла не менее восьми метров,LF
7925," Простое арифметическое действие 8 минус 4,5 дает нам довольно точное местоположение первого московского слона три с половиной метра ниже современного уровня пола туалета",notLF
7926, Эта цифра как раз приближается к среднему росту взрослой особи,notLF
7927, Стало быть ботинки москвича или гостя столицы посещающего мужское заведение находятся на том же уровне что и макушка древнего зверя служившего потехой царскому режиму,LF
7928, Вот так жило грустило и тосковало о потерянной родине животное положившее начало славной традиции столичного слоноводства,notLF
7929, Тосковать было отчего,notLF
7930, Вышедшая в Европе в 1551 году Общая книга о животных Геснера сообщает Слоны невероятно любят свою родину и если их увозят в чужую страну они никогда не забывают родных мест,LF
7931, Особенно опасен им холод,notLF
7932, От холода слона можно спасти если дать ему напиться густого красного вина,notLF
7933, Если слон съест пиявку огромная опасность ему грозит,notLF
7934, К людям врожденную любовь слон испытывает особенно None None к красивым женщинам но еще большую None None к маленьким детям,LF
7935, Представить себе на какие серьезные чувства способно это крупнейшее из наземных млекопитающих можно осмотрев сушеное слоновье сердце экспонируемое ныне в витрине Зоологического музея,LF
7936, Несмотря на естественную усадку оно и теперь достигает размеров крупной дыни,notLF
7937, Но с женщинами и детьми во рву надо полагать было туго,notLF
7938, Поэтому единственной отрадой и родной душой нашего первого слона был араб который прибыл вместе с животным и за ним ухаживал,notLF
7939, Окончание их московской карьеры трагично,notLF
7940, О нем сообщает в своих записках наемный опричник Генрих Штаден Араб получал в Москве большое жалованье,LF
7941, Это подметили русские бражники то есть беспутные люди пропойцы которые в корчмах пьют,notLF
7942, Из-за денег они тайно убили жену араба,notLF
7943, Вот этот то араб был оклеветан и оговорен русскими вместе со своим слоном что будто бы чума произошла от него и его слона,notLF
7944, Тогда араба и его слона сослали в опале в посад Городецкой,notLF
7945, Араб умер там и великий князь послал дворянина с наказом умертвить слона,notLF
7946, Слон стоял обычно в сарае а кругом сарая был тын,notLF
7947, Неподалеку от него схоронили араба,notLF
7948, Тогда слон проломил тын и улегся на могиле,notLF
7949, Там его и добили выбили у него клыки и доставили великому князю в доказательство того что слон действительно околел,notLF
7950, Страшная нелепая и позорная история наш первый слон и первый слоновод пали жертвами царской тирании пострадали за грехи запойных шаромыжек,notLF
7951, Однако словно бы во искупление вины в последующие времена москвичи относились к своим слонам в большинстве случаев с любовью и заботой,LF
7952, Дарение слонов российским царям стало доброй традицией,notLF
7953, В 1703 году например индийский царь в дар нашему государю императору преподнес слона и много иного,LF
7954, Содержали и показывали слонов в зверинцах наиболее популярны были заведения стоявшие на месте нынешнего Политехнического музея,notLF
7955, С 1912 года слоны обитают в Уголке Дурова,notLF
7956, Окрестные старожилы до сих пор вспоминают дуровского слона выгуливавшегося иногда на площадке у Театра Красной Армии,LF
7957, А сейчас здесь живут три красавицы Маша Даша и Марта,notLF
7958, На сцене в данный момент выступает Марта ей восемь лет она уроженка города Калининграда,LF
7959, Прибыла в Москву с врожденной катарактой ее прооперировали в клинике Федорова теперь чувствует себя хорошо,notLF
7960, Еще одна барышня по имени Чаня дрессировщики предпочитают иметь дело с более покладистыми самками проживает на Главной аллее ВВЦ в цирке Антре,LF
7961, Ее биография сложнее она также пострадала от людской клеветы и двадцать лет назад была списана из Союзгосцирка за профнепригодность,notLF
7962, Спасший и реабилитировавший слониху дрессировщик Борис Федотов говорит Они пытались доказать что она сумасшедшая а я доказал что все наоборот,notLF
7963, Сейчас Чаня является единственным слоном продолжающим традиции четвероногих уличных артистов она приучена к близкому общению со зрителями,LF
7964, Старый Московский цирк со слонами в данный момент не работает в новом выступает слоновья труппа под управлением Юрия Дурова,LF
7965, А Зоосад с 1925 года ставший Московским зоопарком был открыт в 1864-м,notLF
7966, С того самого дня на протяжении уже 139 лет Московский зоопарк по праву гордится своими слонами,notLF
7967, Один из ветеранов зоопарка слониха Молли проживавшая здесь до 1954 года теперь прячется под лестницей того же Зоологического музея титанический труд университетских таксидермистов,notLF
7968, В данный момент в зоопарке проживают семь взрослых особей обоего пола три из них принадлежат к азиатскому виду и четыре None к африканскому,LF
7969, Азиаты попали сюда случайно восемнадцать лет назад на самом деле они предназначались в подарок кубинскому народу от вьетнамского но на подъездах к Острову Свободы вдруг выяснилось что слоны привиты от ящура а на Кубе такой болезни не существует,LF
7970, Решили от греха подальше отправить их в Москву у нас ведь ящуром никого не удивишь,notLF
7971, Они то глава семьи в округе известный как Семен Анатольевич и две его подруги и будут жить в новом вольере который построен по всем нормативам слоновьего общежития,notLF
7972, Он хоть и велик а вместит только трех жителей поэтому африканские слоны скоро переедут в зоопитомник находящийся под Волоколамском а трое оставшихся переберутся в новый просторный вольер и тоже заживут по-человечески себе на радость нам на удивление,notLF
7973, Мертвые сраму не имут,notLF
7974, Первыми увидели немцев разведчики,notLF
7975, Из нескошенного засыпанного снегом пшеничного поля стали подыматься головы,notLF
7976, Черной колеблющейся на ходу изломанной цепью они приближались сквозь снег,notLF
7977, Головы в касках,notLF
7978, Плечи,notLF
7979, Руки с автоматами,notLF
7980," Все это подымалось из пшеницы по мере того, как немцы приближались",notLF
7981, Разведчиков вместе с Мостовым было четверо,notLF
7982, Они лежали в замерзшей водомоине разбросав ноги,notLF
7983, Ждали,notLF
7984, Потом их осталось трое одного Мостовой послал назад предупредить дивизион,notLF
7985, Ветер дул от немцев и напряженным ухом уже различимы были шаги и шуршание мертвых колосьев сквозь которые они шли,LF
7986, А может это казалось,notLF
7987, Лежавший рядом с Мостовым разведчик то и дело хватал с земли снег сохнущими губами,notLF
7988, И оглядывался назад где громко рокотали в низине тракторы,notLF
7989, Взлетевшая далеко ракета не поднялась над гребнем только осветила край низкого неба словно из-за туч,notLF
7990, И на этом осветившемся небе хорошо и крупно стали видны с земли приближающиеся немцы,LF
7991, Они шли сюда на звук тракторов,notLF
7992, Начав с левого фланга Мостовой успел насчитать двенадцать голов и свет погас,notLF
7993, Он зубами стянул с правой руки перчатку прижал к щеке холодный приклад автомата повозившись надежно упер локти,notLF
7994, Немцы приближались черные наклоненные вперед тени по мушке смещаясь вправо,notLF
7995, Одни сдвигались с нее другие всходили на мушку,notLF
7996, А в это время на середине подъема трактор лебедкой тянул снизу пушку,LF
7997, На гусенице его сидел на корточках тракторист Никитенко в черных от солярки и масла подшитых валенках,notLF
7998, У радиатора грел руки солдат беспокойно оглядываясь,notLF
7999, Оказался он тут по той самой причине по какой во время боя обязательно кто-нибудь окажется возле кухни,LF
8000, Боясь что его прогонят он всячески старался услужить трактористу,notLF
8001, Заметил что тот хочет прикурить поспешно достал из кармана Катюшу высек искры и раздув шнур поднес к папироске,notLF
8002, Одновременно рассказывал крича как глухому потому что работал мотор и трактор и Никитенко сидевший на гусенице мелко дрожали,LF
8003, Это заспорили немец с русским чья техника сильней,notLF
8004, Вот немец достает зажигалку,notLF
8005, Щелк и подносит прикурить,notLF
8006, А наш русский дунул в нее только дымом завоняло,notLF
8007, Теперь говорит погаси ты мою,notLF
8008, Достал из кармана Катюшу высек огонь,notLF
8009, Уж немец дул дул дул надувался она только ярче разгорается,notLF
8010, И он помахал в темноте ярко тлевшим шнуром,LF
8011, Брось огонь,notLF
8012, Разведчик в ватнике с автоматом на шее неслышно появившийся перед ними ударил его по руке сапогом втоптал огонь в снег,notLF
8013, Тракторист сам поспешно примял папироску в пальцах,notLF
8014, Бешеный ей-богу бешеный обиженно говорил солдат ползая по снегу на коленях отыскивая свое раскиданное имущество,notLF
8015, Он наконец нашел и кремень и кусок напильника и шнур в патронной гильзе вымокший в снегу,notLF
8016, С сожалением отряхивая его погрозился в ту сторону куда ушел разведчик Брось,notLF
8017, Связываться не хотелось а то б я None тебя такого храброго,notLF
8018, И тут оба и солдат и тракторист услышали близкую автоматную очередь,notLF
8019, Тракторист поднялся во весь рост на гусенице пытаясь понять откуда это,notLF
8020, Когда он оглянулся солдат исчез,notLF
8021, А еще ниже на другом конце троса толкали в это время орудие,LF
8022, Облепив его со всех сторон крича охрипшими голосами с напряженными от усилия зверскими лицами упираясь дрожащими ногами в землю батарейцы толкали орудие вверх руками плечами грудью,notLF
8023, Под напором ног земля медленно отъезжала вниз,notLF
8024, Шаг,notLF
8025, Шаг,notLF
8026, Шаг,notLF
8027, Медленно с усилием поворачивается огромное облепленное снегом колесо пушки,notLF
8028, Оскаленные рты горячее прерывистое дыхание пот заливает глаза щиплет растрескавшиеся губы,notLF
8029, От крови давящей на уши рокот мотора наверху глохнет глохнет отдаляется,notLF
8030, Тяжелые толчки в висках,notLF
8031, Сердце пухнет распирает грудь,notLF
8032, И нет воздуха,notLF
8033, А ноги все упираются и переступают в общем усилии,notLF
8034, Пошло,notLF
8035, Пошло,notLF
8036, Само пошло кричит командир второй батареи Кривошеин,notLF
8037, Ему жарко,notLF
8038, Он развязал ушанку одной рукой упирается в щит орудия другой машет,notLF
8039, Ему кажется что жесты его голос возбуждают людей и он сам возбуждается от своего голоса,notLF
8040, В этот момент он не думает ни о немцах ни о предстоящем бое,LF
8041, Все мысли его все душевные усилия сосредоточены на одном вытянуть наверх пушку,notLF
8042, Шаг еще еще один шаг,notLF
8043, Мостовой задержал на мушке высокого немца тот шел в цепи озираясь повел ствол автомата с ним вместе,notLF
8044, Палец плавно нажимал на спуск проходя тот отмеренный срок который еще оставалось жить немцу,notLF
8045, У самой черты он задержался чем-то этот немец напомнил Мостовому того пожилого немца который в сорок первом году застиг их с Власенко в хате и отпустил,LF
8046, За это короткое мгновение что он колебался высокий немец сдвинулся вправо а на мушку взошел другой поменьше ростом в глубокой каске сидевшей у него почти на плечах,notLF
8047, Палец нажал спуск,notLF
8048, На батарее увидели бегущего сверху от трактора солдата он что-то кричал и махал руками словно хотел остановить батарею,notLF
8049, Вдруг он упал,notLF
8050, И сейчас же по станине со звоном сыпанул железный горох,notLF
8051, Один из солдат толкавших пушку тоже упал и отъехал вниз вместе с землей по которой упираясь в общем усилии продолжали переступать ноги батарейцев,notLF
8052, Но ударил сверху трассирующими пулемет и люди отхлынули за пушку не слыша что кричит им командир батареи,notLF
8053, Попадав в снег срывая с себя карабины они клацали затворами озирались не понимая откуда стреляют по ним,notLF
8054, Наверху надрываясь рокотал трактор дрожал натянутый трос и пушка еле-еле ползла вверх гребла снег колесами,notLF
8055, Опять ударил сверху пулемет,notLF
8056, Солдат бежавший от трактора переждав вскочил и побежал,notLF
8057, И еще несколько человек сорвались и побежали,notLF
8058, А ну стой,notLF
8059, Стой,notLF
8060, Стой кто бежит,notLF
8061, Снизу хмурясь с прутиком в руке шел Ушаков,notLF
8062, Среди тех кто бежал от пушки и тех кто бежал навстречу им чтобы остановить он один шел своим обычным шагом,notLF
8063, И по мере того как он проходил люди подымались из снега облепляли пушку которую до этого момента толкал один командир батареи,notLF
8064, Похлестывая себя прутиком по голенищу сапога Ушаков прошел мимо орудия словно заговоренный навстречу трассирующим очередям единственный из всех очевидно знавший в этот момент что делать,LF
8065, Но и он в этот момент тоже еще не знал что надо делать и потому шел властно уверенный холодный собранный похлестывал прутиком по голенищу множество глаз смотрело на него он чувствовал их,LF
8066, С того времени как Ушаков услышал стрельбу он понял что самое страшное чего он боялся случилось танки настигли дивизион,notLF
8067, И настигли его здесь в лощине когда две пушки висят на тросах а третью трактор тянет по глубокому снегу,notLF
8068, Спустить пушки вниз занять круговую оборону,notLF
8069, Танки обойдут их и с короткой дистанции прикрываясь холмами расстреляют тяжелые малоподвижные орудия стоящие открыто,notLF
8070, И Ушаков впервые пожалел что часть батарейцев с одним командиром батареи отправил вперед рыть орудийные окопы,notLF
8071, Он поступил правильно иначе он не успел бы в срок занять огневые позиции,LF
8072, Но сейчас эти люди нужны были ему здесь,notLF
8073, Ушаков не был суеверен но когда он увидел подбитый бронетранспортер место это показалось ему дурным,notLF
8074, И на него неприятно подействовало то что именно здесь немецкие танки настигли дивизион,notLF
8075, Пулеметная очередь ветром тронула кубанку на его голове,notLF
8076, Ушаков поправил ее рукой,notLF
8077, Но когда поднялся над гребнем оврага пришлось лечь над полем сквозь дым поземки неслась огненная метель и снег под нею освещался мгновенно и ярко,notLF
8078, Это в хлебах безостановочно работали два пулемета и множество автоматов светящимися нитями прошивали ночь,notLF
8079, Лежа за гребнем оврага как за бруствером Ушаков вглядывался в темноту трезвыми глазами,notLF
8080, С остановившегося смутно маячившего бронетранспортера прыгали в пшеницу немцы рассыпались по ней стреляя из автоматов,LF
8081, Нескольких над землей срезали короткие очереди,LF
8082, Мостовой понял Ушаков,notLF
8083, И сейчас же вся масса огня сверкавшего над полем дрогнула метнулась туда откуда стреляли разведчики,notLF
8084, Трассы пуль остро врезались в землю шли по ней оттуда никто не отвечал,notLF
8085, И Ушаков догадался немцы растеряны,notLF
8086, Они напоролись на разведчиков они слышат из оврага рокот моторов и ощетинясь огнем стреляя изо всех автоматов ждут в хлебах пока подойдут танки выигрывают время,LF
8087, Даром отдают это время ему,notLF
8088, Эх лопухи лопухи быстро подумал он заражаясь азартом боя снова веря в свою счастливую звезду,notLF
8089, Он оглянулся,notLF
8090, Баградзе лежал рядом,notLF
8091, Притянув его к себе за борт шинели врезая свой взгляд в его синевато мерцавшие в темноте косившие от волнения глаза Ушаков говорил Передашь комбатам орудия отводить к лесу,LF
8092, К лесу,notLF
8093, Ищенко найди,notLF
8094, Он поведет,notLF
8095, Баградзе беззвучно шевеля губами повторял как загипнотизированный,notLF
8096, None Взвода управления None ко мне,notLF
8097, С гранатами,notLF
8098, Ясно,notLF
8099, Беги,notLF
8100, Автомат дай сюда,notLF
8101, И взяв автомат ординарца Ушаков выглянул из-за гребня,notLF
8102, Там где невидимые отсюда лежали разведчики мелькнуло над землей что-то темное и быстрое,notLF
8103, Упало,notLF
8104, Еще один вскочил под огнем быстро быстро перебирая ногами вжав голову в плечи,notLF
8105, Брызнувшая из темноты под ноги ему пулеметная струя смела его,notLF
8106, Ушаков дал очередь,LF
8107, Туда где билось короткое пламя пулемета,notLF
8108, Он слал очередь за очередью прикрывая отход разведчиков вызывал огонь на себя,notLF
8109, И вскрикивал всякий раз когда перебегавший немец падал под его огнем,notLF
8110, Потом он услышал дыхание и голоса множества людей лезших к нему снизу,notLF
8111, Оглянулся между выстрелами,notLF
8112, Васич со взводом спешил сюда,notLF
8113, Диск крикнул Ушаков,notLF
8114, Чья-то рука заросшая черными волосами страшно знакомая рука подала диск,notLF
8115, Ушаков вбил его ладонью,notLF
8116, Низко по гребню задымив снежком резанула пулеметная очередь,notLF
8117, Несколько голов пригнулось,notLF
8118, Ушаков увидел Васича близко потное влажно блестевшее при вспышках лицо,notLF
8119, Он говорил что-то,notLF
8120, Ушаков не разбирал слов,notLF
8121, Оборвав Васича показал рукой на поле Гляди,notLF
8122, Лощинку видишь,notLF
8123, Поперек поля,notLF
8124, Он кричал так что вены напряглись на шее,notLF
8125, Васич увидел лощинку,notLF
8126, Она шла параллельно немцам преграждала им путь к дивизиону,notLF
8127, И он понял план Ушакова,notLF
8128, Туда,notLF
8129, Ушаков кивнул,notLF
8130, Крепко взял его за плечи Задержишь танки,LF
